date,ticker,stock_name,target_label,label_leader_type,label_theme,label_status,negative_reason_tags,leader_score,stage_label,score_coverage,evaluated_rule_count,top_features,risk_flags,missing_components,event_id,available_at,feature_version,score_version
2023-04-06,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,5,exhaustion_risk,0.7273,8,near_120d_high|near_250d_high|amount_expansion|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,high_volume_stall|high_volume_long_upper_shadow,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-07,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-10,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-11,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-12,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-13,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-14,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-17,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-18,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-19,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-20,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-21,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-24,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-25,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-26,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-27,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-04-28,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-04,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,,,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-05,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-08,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-09,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-10,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-11,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-12,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-15,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-16,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-17,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-18,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-19,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-22,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-23,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-24,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-25,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-26,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-29,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-30,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-05-31,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-01,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-02,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-05,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-06,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-07,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-08,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-09,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-12,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-13,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-14,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-15,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-16,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-19,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-20,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-21,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-26,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-27,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-28,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-29,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2023-06-30,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-15,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,7,breakout_candidate,0.7273,8,near_120d_high|amount_expansion|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2023-05-05-ir,2023-05-05 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-16,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,5,momentum_setup,0.7273,8,amount_expansion|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-17,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,5,momentum_setup,0.7273,8,near_120d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-18,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,5,momentum_setup,0.7273,8,near_120d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-21,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-22,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-23,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-24,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-25,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
